id,gender,customer_type,age,type_of_travel,travel_class,flight_distance,inflight_wifi_service,departure_arrival_time_convenient,ease_of_online_booking,gate_location,food_and_drink,online_boarding,seat_comfort,inflight_entertainment,on_board_service,leg_room_service,baggage_handling,checkin_service,inflight_service,cleanliness,departure_delay_in_minutes,arrival_delay_in_minutes,class
6836,Male,Loyal Customer,18,Personal Travel,,235,,5,3,5,2,3,2,2,5,4,4,4,5,2,40,28,neutral
17787,Female,Loyal Customer,23,Business travel,Business,1629,2,2,2,2,3,3,3,3,2,5,1,2,1,3,5,12,satisfied
125914,Female,Loyal Customer,37,,Eco,993,1,4,1,1,5,1,5,5,3,4,4,4,5,5,0,,neutral
60196,Male,Loyal Customer,23,Business travel,Business,1709,2,2,2,2,5,,5,5,4,4,5,4,5,5,27,,satisfied
100313,Male,disloyal Customer,50,Business travel,Business,1079,3,3,3,3,5,,5,,2,3,2,1,2,5,14,26,dissatisfied
126113,Female,Loyal Customer,52,Business travel,,507,1,3,5,3,5,4,4,,1,1,1,2,1,1,4,,neutral
28964,Male,disloyal Customer,25,Business travel,,978,,3,3,3,1,3,1,1,1,4,3,4,5,1,0,,dissatisfied
119197,Male,Loyal Customer,47,,Business,2767,4,4,4,4,2,5,4,,5,5,5,5,5,4,,,satisfied
122541,Male,Loyal Customer,51,,Business,500,5,5,5,5,5,5,4,3,3,3,3,4,3,4,64,,satisfied
79341,Female,Loyal Customer,52,Business travel,Eco,1020,3,4,4,4,2,4,4,3,3,3,3,2,3,2,0,0,neutral
22851,Female,Loyal Customer,7,Personal Travel,Eco,302,5,2,1,3,5,1,5,,2,4,3,3,4,5,0,,satisfied
30131,Male,Loyal Customer,20,,Eco,95,3,4,3,3,4,3,4,4,2,4,2,1,2,4,0,,neutral
16699,Male,Loyal Customer,53,Business travel,Business,2186,,5,5,5,4,,3,,3,3,3,1,3,1,0,8,neutral
12900,Male,Loyal Customer,42,Business travel,,674,1,2,2,2,1,,1,,2,2,4,4,3,1,0,5,dissatisfied
2461,Male,Loyal Customer,31,Business travel,,1697,5,5,5,5,5,5,5,5,4,5,4,5,4,5,0,,satisfied
38764,Male,Loyal Customer,36,Business travel,Business,3236,,4,4,4,2,,2,4,4,4,4,2,4,2,23,21,satisfied
10983,Male,disloyal Customer,22,Business travel,,163,2,0,2,4,5,,5,5,3,1,5,2,4,5,14,5,dissatisfied
90809,Female,Loyal Customer,50,,Eco,646,2,3,3,3,5,,3,3,3,2,3,3,3,4,0,0,neutral
53360,Male,Loyal Customer,22,,Business,1476,,4,4,4,4,,4,4,3,5,3,1,1,4,,,satisfied
95187,Female,Loyal Customer,28,,Eco,239,3,1,3,4,2,,5,2,2,4,4,2,3,2,4,0,neutral
107969,Female,Loyal Customer,59,,Eco,825,,4,4,4,3,2,2,1,1,1,1,2,1,2,27,4,neutral
8225,Female,Loyal Customer,20,Personal Travel,Eco,335,,4,5,5,3,,3,3,3,5,4,4,5,3,,,neutral
105215,Male,Loyal Customer,64,Business travel,Business,3498,1,1,1,1,5,,4,5,5,4,5,5,5,3,77,61,satisfied
77932,Female,disloyal Customer,23,Business travel,Eco,332,2,0,2,2,2,3,4,3,5,4,4,4,4,4,301,,neutral
42258,Female,Loyal Customer,36,Business travel,Business,2178,,3,3,3,1,5,2,5,5,5,5,5,5,3,,,satisfied
43992,Male,disloyal Customer,34,Business travel,Eco,334,1,3,1,1,3,1,3,3,3,1,5,1,5,3,0,,neutral
95353,Female,Loyal Customer,28,Personal Travel,Eco,441,5,5,5,3,2,,2,2,3,2,1,1,4,2,,1,satisfied
61018,Female,disloyal Customer,17,Business travel,Eco,3365,3,3,3,4,3,4,4,2,4,4,4,4,3,4,0,0,neutral
113612,Female,Loyal Customer,32,Personal Travel,Eco,407,5,4,1,3,3,,3,,3,5,1,2,5,3,13,2,satisfied
4849,Male,Loyal Customer,29,,Business,3198,1,3,3,3,1,1,1,1,4,5,4,1,3,1,0,0,neutral
42180,Female,Loyal Customer,44,Business travel,,2229,2,2,2,2,2,,5,5,5,5,5,5,5,3,4,3,satisfied
113538,Female,disloyal Customer,20,,,258,1,1,1,3,1,1,1,1,3,5,4,3,4,1,0,0,neutral
13178,Male,Loyal Customer,59,Business travel,Eco,419,5,4,4,4,5,5,5,5,1,3,2,5,5,5,137,,satisfied
63763,Female,Loyal Customer,25,Personal Travel,Eco Plus,2422,2,3,2,2,4,2,4,4,3,3,3,3,5,4,0,,neutral
21053,Male,disloyal Customer,54,Business travel,Eco,106,1,4,1,2,5,,5,5,2,3,1,1,3,5,0,,neutral
11023,Male,Loyal Customer,43,Business travel,,3079,3,3,3,3,4,5,5,5,5,5,3,3,5,4,0,,satisfied
30090,Male,Loyal Customer,7,Personal Travel,Eco,399,4,5,4,4,4,,4,4,4,3,1,1,4,4,0,,neutral
73129,Male,Loyal Customer,39,Business travel,Business,3664,5,5,5,5,3,,5,,3,4,3,4,3,3,0,,satisfied
8671,Male,Loyal Customer,21,Business travel,Business,280,,2,2,2,4,4,4,,4,2,5,4,4,4,0,0,satisfied
28661,Male,Loyal Customer,21,Personal Travel,,2404,1,4,1,2,3,1,3,,5,1,3,3,3,3,0,0,dissatisfied
34954,Male,Loyal Customer,17,Personal Travel,,187,2,5,2,1,2,2,2,2,3,2,5,4,5,2,0,,neutral
54287,Male,disloyal Customer,26,Business travel,Business,1075,,1,1,3,5,,5,5,4,2,3,3,4,5,0,,neutral
71682,Female,Loyal Customer,36,Personal Travel,Eco,1197,1,4,1,4,3,,3,3,3,3,5,5,4,3,53,48,neutral
24873,Male,Loyal Customer,67,Personal Travel,,356,,3,2,4,1,2,1,,1,3,4,4,3,1,0,,dissatisfied
19012,Male,Loyal Customer,39,Business travel,Business,2249,2,2,2,2,4,,5,5,5,5,5,1,5,2,0,,satisfied
25972,Female,Loyal Customer,40,Personal Travel,,946,2,1,2,4,4,2,4,4,1,2,4,1,3,4,6,,neutral
22157,Female,Loyal Customer,51,Business travel,Eco,773,5,2,2,2,3,3,3,5,5,5,5,5,5,4,0,3,satisfied
20799,Male,Loyal Customer,47,Business travel,,2555,4,2,5,2,5,4,4,4,4,4,4,1,4,4,0,,neutral
121158,Male,Loyal Customer,24,Business travel,,2402,2,5,1,1,2,4,2,4,2,3,3,2,4,2,0,,neutral
100604,Female,disloyal Customer,59,Business travel,,318,1,3,1,2,4,1,4,,2,5,3,1,2,4,0,,neutral
107839,Female,Loyal Customer,15,Personal Travel,Eco,349,2,3,2,3,1,2,1,,2,3,3,4,4,1,24,,neutral
128060,Female,disloyal Customer,23,Business travel,Eco,735,0,0,0,3,1,,1,1,5,4,5,4,4,1,0,0,satisfied
71400,Female,Loyal Customer,53,,,334,3,3,4,3,3,,4,5,5,5,5,3,5,4,43,,satisfied
8948,Male,Loyal Customer,19,,,328,,5,3,4,3,3,1,3,3,5,4,4,4,3,0,,neutral
27249,Male,Loyal Customer,55,Personal Travel,,1024,1,4,1,3,5,1,5,5,5,3,4,3,4,5,0,1,neutral
49865,Female,disloyal Customer,23,,,89,,0,0,3,3,0,3,3,2,2,1,5,3,3,,,satisfied
4666,Female,Loyal Customer,66,Business travel,,3700,2,2,2,2,4,4,5,,5,5,5,3,5,3,,5,satisfied
27278,Male,Loyal Customer,27,Personal Travel,Business,1050,,4,2,1,2,2,2,,5,5,5,3,4,2,0,2,neutral
98124,Male,Loyal Customer,60,Personal Travel,Eco,426,,4,4,5,2,4,2,,4,3,5,3,5,2,0,,neutral
23496,Female,Loyal Customer,37,,Business,303,3,4,3,4,3,,4,2,2,3,2,3,2,4,43,119,neutral
92668,Female,Loyal Customer,19,,Business,507,4,4,4,1,1,,2,1,5,4,5,4,4,1,0,0,neutral
5029,Male,Loyal Customer,52,Business travel,,2763,0,0,0,2,3,5,4,,3,3,3,5,3,5,0,10,satisfied
7218,Male,Loyal Customer,60,Business travel,Business,135,,5,5,5,5,5,4,,4,4,5,5,4,5,,,satisfied
116171,Male,Loyal Customer,55,,,373,3,0,3,5,4,3,4,4,4,3,5,3,4,4,0,,neutral
29844,Male,Loyal Customer,50,Business travel,Eco,725,4,3,3,3,4,4,4,,5,3,1,5,5,4,0,,satisfied
96542,Male,Loyal Customer,14,,Eco,302,1,5,1,1,5,1,4,5,5,2,4,3,5,5,0,,neutral
108016,Male,Loyal Customer,43,,Business,589,,3,5,5,5,5,4,4,4,4,4,3,4,4,0,0,satisfied
53114,Male,disloyal Customer,26,Business travel,Eco,1101,,4,4,3,4,,4,4,4,1,1,2,2,4,2,,neutral
127702,Male,Loyal Customer,53,Personal Travel,Eco,2133,,5,2,2,5,2,3,,3,3,4,3,5,5,,0,neutral
127330,Male,Loyal Customer,60,Business travel,Business,507,2,2,2,2,5,,4,2,2,2,2,4,2,5,0,0,satisfied
106477,Female,Loyal Customer,45,Business travel,Business,1624,2,2,2,2,5,4,4,,5,5,5,3,5,5,9,0,satisfied
29256,Female,Loyal Customer,35,Business travel,,859,2,2,2,2,1,1,3,2,2,2,2,1,2,4,0,0,satisfied
112665,Female,Loyal Customer,42,Business travel,Business,1865,1,1,1,1,3,4,5,4,4,4,4,4,4,4,37,21,satisfied
124951,Male,Loyal Customer,12,,,728,3,3,3,2,4,,4,,4,2,2,5,5,4,64,,neutral
7836,Male,Loyal Customer,29,Business travel,Business,3064,3,3,3,3,4,,4,4,5,5,5,4,4,4,,,satisfied
1188,Male,Loyal Customer,34,,Eco,113,1,1,1,3,5,,5,,1,3,4,1,3,5,,,neutral
18724,Male,Loyal Customer,59,Personal Travel,Eco Plus,127,3,5,3,3,1,,1,,5,5,4,3,4,1,0,0,neutral
101603,Female,disloyal Customer,21,Business travel,,1139,2,3,3,1,4,,4,4,5,5,5,3,5,4,0,,neutral
53440,Female,Loyal Customer,27,Business travel,Eco,2419,,2,2,2,4,5,4,,2,1,3,2,5,4,0,,satisfied
29079,Male,Loyal Customer,23,Personal Travel,Eco,937,1,1,1,3,2,1,2,,3,1,4,1,3,2,0,0,neutral
67416,Female,Loyal Customer,41,,,2852,5,5,5,5,4,,5,5,5,5,5,3,5,5,8,,satisfied
28499,Female,Loyal Customer,61,Personal Travel,Business,2715,3,4,3,4,3,4,5,,4,3,4,4,4,5,0,0,dissatisfied
101722,Female,Loyal Customer,57,Personal Travel,Eco,986,1,5,1,3,3,,5,,5,1,5,5,5,3,,0,neutral
105823,Male,Loyal Customer,22,Personal Travel,Eco,842,2,2,2,3,3,,3,3,4,5,2,2,3,3,0,,neutral
65759,Female,Loyal Customer,46,Personal Travel,,936,,2,2,3,1,,3,3,3,2,3,4,3,4,0,,neutral
24242,Male,Loyal Customer,24,Business travel,Business,3437,3,3,3,3,3,4,4,3,3,5,2,3,1,3,0,,satisfied
32720,Female,Loyal Customer,52,,,163,,2,2,2,3,,4,,3,3,3,1,3,4,0,,neutral
56376,Female,Loyal Customer,39,Business travel,Business,3753,3,3,4,3,2,5,5,5,5,5,5,3,5,3,0,,satisfied
17604,Male,disloyal Customer,33,Business travel,Eco,196,,3,4,3,4,4,4,4,4,4,2,3,2,4,0,0,neutral
16864,Female,Loyal Customer,28,Business travel,,746,1,1,1,1,3,,3,3,3,1,1,4,2,3,3,0,satisfied
50565,Female,Loyal Customer,36,,Eco,109,4,5,4,2,5,4,5,5,3,2,4,4,4,5,0,,satisfied
25914,Male,disloyal Customer,36,Business travel,Eco,594,,5,3,4,5,3,5,,4,4,2,4,4,5,0,0,neutral
26404,Male,Loyal Customer,41,Personal Travel,,1084,1,5,2,3,4,2,1,,4,4,5,3,5,4,11,,neutral
4790,Male,Loyal Customer,33,Personal Travel,Eco,438,5,4,5,4,5,,3,5,2,1,4,2,3,5,10,,satisfied
118283,Male,Loyal Customer,40,Business travel,Business,2889,,5,5,5,2,4,4,2,2,2,2,3,2,4,0,,satisfied
7514,Female,disloyal Customer,23,,Eco,762,3,3,3,1,2,3,2,2,5,2,4,5,5,2,0,,dissatisfied
85029,Female,Loyal Customer,27,Personal Travel,,1590,2,4,2,2,5,2,5,,5,5,5,3,5,5,3,14,neutral
54076,Male,Loyal Customer,51,,Eco,1416,5,4,3,4,5,5,5,5,5,5,4,2,1,5,0,,satisfied
51043,Female,Loyal Customer,32,,Eco,373,1,1,4,3,5,4,5,5,1,4,3,4,3,5,,,neutral
6673,Male,Loyal Customer,45,Business travel,Business,258,3,3,3,3,5,,5,4,4,4,4,5,4,4,30,,satisfied
112384,Female,Loyal Customer,46,Business travel,,1970,,4,4,4,4,4,5,5,5,5,5,4,5,3,3,0,satisfied
111018,Female,Loyal Customer,36,Business travel,Business,2501,3,3,3,3,3,,4,3,3,3,3,4,3,1,12,11,neutral
41237,Male,Loyal Customer,52,Business travel,,1530,4,3,3,3,3,,3,3,5,2,2,1,4,3,25,,satisfied
91011,Male,Loyal Customer,52,Personal Travel,Eco,515,2,5,2,4,3,2,3,3,3,4,4,5,4,3,0,,dissatisfied
29169,Female,disloyal Customer,26,,Eco Plus,697,3,3,3,4,3,3,3,3,5,1,3,5,5,3,48,,neutral
94871,Female,Loyal Customer,50,,,239,,4,4,4,2,5,5,4,4,4,4,3,4,3,,0,satisfied
72185,Male,disloyal Customer,51,Business travel,,594,,1,3,3,2,,2,2,4,1,3,2,4,2,0,0,neutral
89911,Male,Loyal Customer,29,Business travel,Eco,1487,4,2,2,2,4,4,4,4,2,4,4,2,3,4,0,,neutral
116729,Male,Loyal Customer,37,,Eco Plus,296,,4,0,2,4,0,4,,4,5,5,5,4,4,,,satisfied
91567,Male,disloyal Customer,28,Business travel,,1123,3,2,2,4,2,2,2,,1,1,3,4,3,2,,0,neutral
20369,Male,Loyal Customer,32,Personal Travel,Eco,265,2,4,2,4,5,,5,,2,1,4,2,2,5,,35,neutral
15043,Male,disloyal Customer,24,Business travel,,576,4,2,4,3,3,,3,3,2,4,4,2,3,3,54,,neutral
122519,Female,disloyal Customer,11,Business travel,Eco,930,,3,3,3,2,3,3,2,2,5,3,3,4,2,21,,neutral
83424,Female,Loyal Customer,39,Personal Travel,,632,4,3,4,4,5,,2,5,4,2,4,1,4,5,0,0,satisfied
89394,Female,disloyal Customer,27,Business travel,Eco,151,,2,2,2,3,2,3,3,2,5,3,1,2,3,0,0,neutral
12199,Female,Loyal Customer,58,Business travel,,2336,5,5,5,5,3,4,4,,4,4,5,4,4,4,0,0,satisfied
12789,Male,disloyal Customer,32,,Eco,489,1,4,1,1,1,,4,3,4,5,1,4,3,4,157,154,neutral
65706,Male,Loyal Customer,29,Business travel,Business,936,4,4,4,4,4,4,4,4,4,4,5,3,5,4,0,,satisfied
41229,Male,Loyal Customer,59,Personal Travel,,912,5,5,5,3,5,,5,5,4,3,5,5,4,5,0,,satisfied
44647,Male,Loyal Customer,54,,,67,4,4,4,4,3,3,1,,5,5,4,1,5,1,3,,satisfied
128218,Male,disloyal Customer,26,Business travel,Business,602,3,3,3,1,4,,4,,3,5,5,3,5,4,,,neutral
123188,Male,Loyal Customer,52,Personal Travel,Eco,507,2,1,2,3,2,2,2,2,2,2,2,1,3,2,3,14,neutral
27063,Female,Loyal Customer,31,Business travel,Business,1399,1,1,1,1,1,,1,1,1,2,4,1,4,1,,0,neutral
64615,Male,disloyal Customer,42,Business travel,Business,247,4,4,4,2,2,4,2,2,5,4,5,5,4,2,0,0,satisfied
13213,Female,disloyal Customer,24,Business travel,Eco,657,0,2,0,2,3,,3,3,1,5,5,4,2,3,74,82,satisfied
27808,Female,Loyal Customer,20,Business travel,Business,3948,3,3,3,3,4,4,4,,3,1,3,2,3,4,0,,satisfied
25755,Male,Loyal Customer,22,Business travel,Business,3795,1,1,1,1,4,4,4,4,3,2,4,1,3,4,0,,satisfied
98593,Female,Loyal Customer,39,,Business,861,,2,2,2,2,4,4,5,5,5,5,5,5,3,16,,satisfied
55778,Female,Loyal Customer,9,,Eco,646,4,5,4,1,3,4,3,3,5,2,4,1,2,3,0,,satisfied
60000,Male,Loyal Customer,61,Personal Travel,Eco,937,2,3,2,4,1,2,1,1,4,1,1,2,4,1,0,,dissatisfied
96128,Female,Loyal Customer,38,Business travel,Business,328,1,1,1,1,3,5,4,5,5,5,5,4,5,5,2,,satisfied
124045,Female,Loyal Customer,36,Business travel,Business,184,0,4,0,1,2,,5,3,3,3,3,5,3,5,0,0,satisfied
21421,Male,Loyal Customer,23,Business travel,,331,,5,5,5,1,,1,1,1,4,4,1,4,1,91,,neutral
22335,Female,Loyal Customer,50,,Business,2686,,5,5,5,5,3,4,4,4,4,4,5,4,1,0,,satisfied
101279,Female,Loyal Customer,40,Business travel,,1612,4,4,2,4,4,4,4,4,4,5,4,3,4,3,1,1,satisfied
63640,Female,Loyal Customer,52,Personal Travel,Eco,602,,1,4,3,2,4,4,5,5,4,5,3,5,1,0,0,satisfied
20080,Male,Loyal Customer,60,,,738,3,1,1,1,3,,3,,4,1,4,1,3,3,44,,neutral
82374,Male,Loyal Customer,56,Business travel,Business,1953,,1,1,1,5,5,4,4,4,4,4,4,4,5,,,satisfied
7510,Male,disloyal Customer,32,Business travel,Business,762,1,1,1,4,4,1,4,,3,3,5,5,4,4,0,0,neutral
82886,Male,Loyal Customer,53,Business travel,,1859,3,2,2,2,5,,4,,3,3,3,1,3,4,46,,neutral
101865,Male,disloyal Customer,38,Business travel,Business,1747,3,4,4,4,2,,2,2,3,4,5,4,4,2,8,,neutral
71489,Male,Loyal Customer,41,Business travel,Business,1197,,1,1,1,2,4,3,,2,2,2,3,2,2,66,,neutral
109069,Female,Loyal Customer,51,Business travel,,449,2,4,4,4,5,3,4,2,2,2,2,1,2,4,11,10,neutral
106816,Female,Loyal Customer,32,,,1488,5,5,5,5,4,,4,,5,3,4,3,5,4,35,39,satisfied
87438,Male,Loyal Customer,40,,Business,3712,5,5,5,5,3,5,4,,4,4,4,3,4,3,0,,satisfied
23840,Female,Loyal Customer,20,Personal Travel,,705,,4,4,3,4,4,4,4,4,2,4,4,4,4,,127,neutral
83376,Male,Loyal Customer,30,Personal Travel,Eco,1124,2,5,2,1,5,,5,5,3,2,3,5,4,5,6,,neutral
94088,Female,Loyal Customer,49,Personal Travel,Business,496,4,4,4,2,3,4,4,2,2,4,2,5,2,5,0,,neutral
107271,Male,Loyal Customer,44,Business travel,Eco,307,1,3,3,3,1,1,1,1,3,5,3,3,4,1,7,5,neutral
10386,Male,disloyal Customer,44,,Business,316,1,2,2,4,2,1,2,2,3,2,5,3,5,2,22,16,neutral
115222,Male,Loyal Customer,40,Business travel,,337,0,0,0,1,2,,5,,1,1,1,5,1,4,0,0,satisfied
53233,Female,Loyal Customer,18,,,589,3,4,3,1,4,,4,4,3,4,4,4,4,4,,,neutral
10340,Male,disloyal Customer,37,Business travel,Business,201,,4,4,1,4,4,1,4,4,4,4,4,5,4,9,,satisfied
63783,Female,disloyal Customer,20,Business travel,Eco,1721,3,3,3,4,3,3,2,3,3,1,2,3,4,3,,,neutral
42040,Male,Loyal Customer,34,Business travel,Business,3366,,2,4,4,2,,2,4,4,4,4,3,4,5,0,,satisfied
90073,Female,disloyal Customer,22,Business travel,,1127,5,5,5,4,4,5,3,4,5,2,5,5,4,4,0,0,satisfied
5583,Female,Loyal Customer,41,Personal Travel,Eco Plus,501,,3,2,4,5,4,2,5,5,2,5,4,5,4,0,0,neutral
113154,Male,Loyal Customer,29,,,628,,2,2,2,2,,2,2,1,3,3,2,4,2,38,29,neutral
62664,Female,Loyal Customer,46,,Business,1744,,2,2,2,4,3,4,,3,3,3,3,3,3,,57,satisfied
76453,Male,disloyal Customer,43,Business travel,,547,3,2,2,4,4,3,4,,3,3,5,4,4,4,0,,dissatisfied
5772,Male,Loyal Customer,28,Personal Travel,Eco,665,4,5,4,3,5,4,5,5,2,2,2,1,3,5,17,,neutral
94928,Female,disloyal Customer,36,Business travel,Eco,248,,0,3,2,1,,5,1,5,3,5,2,4,1,6,,neutral
13552,Male,Loyal Customer,33,Business travel,,214,,1,3,3,5,5,5,5,3,1,4,2,3,5,0,,satisfied
125590,Male,Loyal Customer,50,Business travel,,1587,4,4,4,4,4,4,5,,5,5,5,5,5,3,0,,satisfied
103124,Male,Loyal Customer,14,Personal Travel,,460,1,4,1,2,5,,4,5,4,2,5,5,5,5,29,,neutral
38225,Male,Loyal Customer,12,Personal Travel,Eco Plus,1091,1,4,1,5,4,,4,4,4,1,4,5,4,4,0,,neutral
41245,Male,Loyal Customer,22,Business travel,,643,4,4,4,4,4,4,4,4,2,2,4,1,4,4,0,0,neutral
110678,Male,Loyal Customer,43,Business travel,Business,605,,4,4,4,2,3,3,4,4,4,4,3,4,4,5,,neutral
75655,Male,disloyal Customer,22,Business travel,Eco,304,2,3,2,3,2,2,2,2,1,3,4,1,3,2,0,,neutral
116130,Male,Loyal Customer,20,Personal Travel,,308,1,1,1,4,4,,2,4,1,3,3,3,3,4,,,neutral
45586,Female,Loyal Customer,39,Business travel,,260,4,5,3,5,4,,4,4,4,4,1,2,4,4,,,satisfied
65109,Female,Loyal Customer,63,Personal Travel,Eco,190,,5,1,1,2,5,5,3,3,1,2,5,3,4,0,,neutral
126938,Male,Loyal Customer,37,Business travel,,338,0,0,0,3,2,4,4,1,1,1,1,5,1,4,10,,satisfied
68897,Male,Loyal Customer,33,Business travel,Business,1680,,4,4,4,2,,2,2,3,5,3,2,3,2,0,0,neutral
71728,Female,Loyal Customer,52,,Eco Plus,1007,3,1,1,1,2,,4,4,4,3,4,4,4,4,0,,neutral
23448,Female,disloyal Customer,8,Business travel,Business,488,,1,1,2,3,1,3,,1,4,2,3,2,3,53,50,neutral
47524,Male,Loyal Customer,41,Personal Travel,,599,3,1,3,1,4,,4,4,3,5,2,4,2,4,0,,neutral
40612,Male,Loyal Customer,67,Personal Travel,,216,3,0,3,4,5,,5,5,3,2,4,5,5,5,0,0,neutral
15935,Female,Loyal Customer,26,,Business,528,1,4,4,4,1,1,1,3,4,3,3,1,1,1,183,,neutral
124941,Female,Loyal Customer,26,Personal Travel,Eco,728,3,3,3,3,4,3,4,4,2,1,1,1,1,4,0,,neutral
65417,Female,Loyal Customer,67,Personal Travel,Eco Plus,631,3,4,3,2,5,5,5,4,4,3,4,3,4,3,0,,neutral
53210,Female,Loyal Customer,16,Business travel,,612,2,3,3,3,2,2,2,,1,3,3,4,4,2,33,33,neutral
88960,Male,Loyal Customer,30,Business travel,Business,3327,2,5,5,5,2,2,2,,2,4,4,3,3,2,,0,neutral
113932,Female,disloyal Customer,30,Business travel,Business,1855,,3,3,5,4,3,5,,3,3,3,3,4,4,3,1,neutral
116149,Male,Loyal Customer,47,Personal Travel,Eco,390,3,3,3,4,2,,5,2,3,3,3,2,3,2,24,19,neutral
27423,Male,Loyal Customer,49,,Business,3847,3,3,3,3,3,,5,,4,4,4,5,4,2,0,0,satisfied
92616,Female,Loyal Customer,60,Personal Travel,,453,,5,4,3,5,,4,1,1,4,1,4,1,3,9,,neutral
25049,Female,Loyal Customer,46,Business travel,,594,3,5,5,5,2,1,2,,3,3,3,4,3,3,5,,satisfied
25515,Male,disloyal Customer,56,Business travel,,481,2,3,2,3,5,2,1,,3,1,4,1,4,5,0,,neutral
69672,Female,Loyal Customer,23,Personal Travel,Eco,569,2,3,2,4,3,2,3,3,1,3,4,2,3,3,,,neutral
36884,Female,Loyal Customer,63,Personal Travel,Eco,1182,5,4,5,4,5,4,4,,2,5,2,3,2,5,0,0,satisfied
55397,Male,Loyal Customer,52,Business travel,Eco Plus,678,2,2,2,2,2,,2,,1,1,3,1,3,2,0,,neutral
109695,Male,Loyal Customer,29,Business travel,Eco Plus,829,3,5,3,5,3,,3,,2,5,4,3,3,3,2,9,neutral
119176,Male,Loyal Customer,60,Business travel,,1745,4,4,4,4,5,,5,,5,5,5,4,5,3,0,,satisfied
68260,Male,Loyal Customer,39,Personal Travel,,631,3,4,3,2,5,,5,,4,4,4,4,5,5,8,25,neutral
65261,Female,Loyal Customer,51,Business travel,Business,551,3,1,3,3,5,4,4,,4,4,4,5,4,5,0,0,satisfied
48945,Male,Loyal Customer,49,Business travel,Eco,326,5,2,2,2,5,5,5,5,1,2,1,3,5,5,,0,satisfied
124247,Female,Loyal Customer,28,,Eco,1916,3,5,3,2,4,3,5,4,4,4,3,3,5,4,0,,neutral
102507,Male,Loyal Customer,7,Personal Travel,Eco,414,3,2,3,4,2,3,2,2,4,3,4,2,3,2,12,0,neutral
104532,Male,Loyal Customer,56,Business travel,,1256,1,1,1,1,4,,4,5,5,5,5,5,5,5,0,,satisfied
85013,Female,Loyal Customer,23,,,1590,4,1,1,1,4,4,2,,3,5,3,4,4,4,32,,neutral
8449,Male,disloyal Customer,21,,,1379,,0,5,5,3,0,3,,4,3,4,5,5,3,28,,satisfied
92206,Male,disloyal Customer,38,Business travel,Eco,456,3,3,2,4,2,5,4,2,3,3,3,4,4,4,156,,neutral
34248,Female,Loyal Customer,35,Business travel,,1666,1,1,1,1,1,5,4,,4,4,4,2,4,1,14,0,satisfied
123942,Male,Loyal Customer,29,Personal Travel,Eco,544,1,2,1,3,3,,3,,4,5,4,4,4,3,0,0,neutral
11381,Female,Loyal Customer,58,Business travel,Business,667,3,3,3,3,2,,5,3,3,4,3,4,3,4,,0,satisfied
44745,Male,Loyal Customer,31,,Business,2984,1,1,1,1,4,,4,,3,4,2,5,3,4,72,100,satisfied
69770,Male,Loyal Customer,31,,,2454,,1,1,1,5,5,5,4,5,5,4,5,3,5,14,,satisfied
101497,Female,Loyal Customer,71,Business travel,,2710,,1,1,1,5,3,3,,1,1,1,2,1,3,7,,neutral
94329,Female,Loyal Customer,47,,Business,3114,2,2,2,2,5,5,4,5,5,5,5,4,5,3,16,,satisfied
117480,Male,Loyal Customer,27,Business travel,,507,5,5,5,5,3,3,3,,4,4,4,4,5,3,34,,satisfied
68366,Female,Loyal Customer,57,Business travel,Business,2072,5,5,5,5,4,,5,5,5,5,5,3,5,4,0,1,satisfied
104562,Male,Loyal Customer,57,Business travel,Business,369,2,1,2,2,4,4,5,,5,5,5,3,5,3,35,,satisfied
93270,Male,disloyal Customer,23,Business travel,,867,,3,5,3,5,,5,5,5,2,5,3,4,5,22,,satisfied
62247,Male,Loyal Customer,18,Personal Travel,,2454,1,5,2,3,4,,4,4,4,2,4,5,4,4,9,0,neutral
108346,Female,Loyal Customer,23,Business travel,,1750,,1,1,1,5,5,5,5,3,2,3,3,5,5,,0,satisfied
112337,Female,Loyal Customer,50,Business travel,Business,3931,1,1,1,1,4,5,5,2,2,2,2,3,2,3,,,satisfied
19911,Male,Loyal Customer,59,Business travel,,315,3,4,4,4,3,,3,3,4,5,3,4,3,3,118,,neutral
48287,Male,Loyal Customer,16,Personal Travel,Eco Plus,391,3,5,3,4,5,,5,,5,3,4,5,5,5,6,5,neutral
71511,Male,Loyal Customer,44,Business travel,Business,1780,1,1,1,1,5,5,4,5,5,5,5,5,5,3,0,0,satisfied
83525,Female,Loyal Customer,7,,,946,3,1,3,3,3,3,3,3,2,1,2,4,3,3,,,neutral
29248,Male,Loyal Customer,53,Business travel,,3204,1,1,4,1,5,,4,4,4,4,4,1,4,2,0,,satisfied
78821,Male,Loyal Customer,40,Personal Travel,,554,2,4,2,3,4,2,4,,4,4,5,3,4,4,0,3,neutral
19811,Female,disloyal Customer,38,,Eco,413,1,3,2,4,2,2,2,,5,3,3,2,3,2,185,,neutral
51742,Female,Loyal Customer,53,Personal Travel,,451,5,4,5,3,5,4,4,4,4,5,4,5,4,5,0,,satisfied
777,Female,Loyal Customer,50,Business travel,Business,3623,0,0,0,5,4,,4,3,3,3,3,5,3,4,0,,satisfied
129244,Male,disloyal Customer,30,Business travel,,1464,4,4,4,1,3,4,3,,2,5,3,3,4,3,14,,neutral
104232,Female,Loyal Customer,18,Personal Travel,Eco Plus,680,1,1,1,3,4,,4,,2,2,2,4,3,4,15,,neutral
